gene,marker_label,cluster,mean_expression,detection_fraction
Waus8730.v1.chr7.g126900,Waus8730.v1.chr7.g126900,0,2.2887600641235792,0.9045709703287891
Waus8730.v1.chr7.g126900,Waus8730.v1.chr7.g126900,1,2.37567680512903,0.9004255319148936
Waus8730.v1.chr7.g126900,Waus8730.v1.chr7.g126900,2,1.6461461373345299,0.8225324027916251
Waus8730.v1.chr7.g126900,Waus8730.v1.chr7.g126900,3,2.033703842416713,0.8116683725690891
Waus8730.v1.chr7.g126900,Waus8730.v1.chr7.g126900,4,2.276646571221453,0.7181913774973712
Waus8730.v1.chr7.g126900,Waus8730.v1.chr7.g126900,5,2.6147164803076137,0.9262114537444934
Waus8730.v1.chr7.g126900,Waus8730.v1.chr7.g126900,6,2.8794485689497313,0.9582822085889571
Waus8730.v1.chr7.g126900,Waus8730.v1.chr7.g126900,7,1.477859156729004,0.557356608478803
Waus8730.v1.chr7.g126900,Waus8730.v1.chr7.g126900,8,2.336801454254259,0.9433198380566802
Waus8730.v1.chr7.g126900,Waus8730.v1.chr7.g126900,9,1.7864097359768083,0.5861561119293078
Waus8730.v1.chr7.g126900,Waus8730.v1.chr7.g126900,10,2.7329883887731143,0.9006514657980456
Waus8730.v1.chr7.g126900,Waus8730.v1.chr7.g126900,11,3.4057189740809846,0.9681818181818181
Waus8730.v1.chr7.g126900,Waus8730.v1.chr7.g126900,12,2.6171234133159897,0.8342391304347826
Waus8730.v1.chr7.g126900,Waus8730.v1.chr7.g126900,13,2.091261730166252,0.9559748427672956
Waus8730.v1.chr7.g126900,Waus8730.v1.chr7.g126900,14,1.3907794305964492,0.8260869565217391
Waus8730.v1.chr7.g132050,NAR2.2|Waus8730.v1.chr7.g132050,0,1.7613194466295117,0.7666399358460305
Waus8730.v1.chr7.g132050,NAR2.2|Waus8730.v1.chr7.g132050,1,3.4894951924564275,0.9361702127659575
Waus8730.v1.chr7.g132050,NAR2.2|Waus8730.v1.chr7.g132050,2,1.2136159810071814,0.7058823529411765
Waus8730.v1.chr7.g132050,NAR2.2|Waus8730.v1.chr7.g132050,3,0.7565738399187552,0.4923234390992835
Waus8730.v1.chr7.g132050,NAR2.2|Waus8730.v1.chr7.g132050,4,0.9918178445461835,0.3470031545741325
Waus8730.v1.chr7.g132050,NAR2.2|Waus8730.v1.chr7.g132050,5,1.6801424070805275,0.76431718061674
Waus8730.v1.chr7.g132050,NAR2.2|Waus8730.v1.chr7.g132050,6,0.5544976430348239,0.7693251533742331
Waus8730.v1.chr7.g132050,NAR2.2|Waus8730.v1.chr7.g132050,7,0.46633148672123154,0.2119700748129676
Waus8730.v1.chr7.g132050,NAR2.2|Waus8730.v1.chr7.g132050,8,3.1886614261906248,0.97165991902834
Waus8730.v1.chr7.g132050,NAR2.2|Waus8730.v1.chr7.g132050,9,1.550239844200829,0.5036818851251841
Waus8730.v1.chr7.g132050,NAR2.2|Waus8730.v1.chr7.g132050,10,1.259569483323218,0.6172638436482085
Waus8730.v1.chr7.g132050,NAR2.2|Waus8730.v1.chr7.g132050,11,0.7021820598986355,0.725
Waus8730.v1.chr7.g132050,NAR2.2|Waus8730.v1.chr7.g132050,12,0.8842590213380371,0.41847826086956524
Waus8730.v1.chr7.g132050,NAR2.2|Waus8730.v1.chr7.g132050,13,3.2616131544829194,0.9905660377358491
Waus8730.v1.chr7.g132050,NAR2.2|Waus8730.v1.chr7.g132050,14,0.5904307618684301,0.5
Waus8730.v1.chr12.g028590,Waus8730.v1.chr12.g028590,0,0.22443356564841865,0.21090617481956697
Waus8730.v1.chr12.g028590,Waus8730.v1.chr12.g028590,1,2.1072980208767746,0.7727659574468085
Waus8730.v1.chr12.g028590,Waus8730.v1.chr12.g028590,2,0.05837132537211064,0.07377866400797607
Waus8730.v1.chr12.g028590,Waus8730.v1.chr12.g028590,3,0.07415374202769812,0.06141248720573183
Waus8730.v1.chr12.g028590,Waus8730.v1.chr12.g028590,4,0.15209700613006022,0.056782334384858045
Waus8730.v1.chr12.g028590,Waus8730.v1.chr12.g028590,5,0.036717087159606726,0.031938325991189426
Waus8730.v1.chr12.g028590,Waus8730.v1.chr12.g028590,6,0.020036105933205907,0.04171779141104295
Waus8730.v1.chr12.g028590,Waus8730.v1.chr12.g028590,7,0.043768544583201834,0.018703241895261846
Waus8730.v1.chr12.g028590,Waus8730.v1.chr12.g028590,8,1.2033939076610034,0.6774628879892037
Waus8730.v1.chr12.g028590,Waus8730.v1.chr12.g028590,9,0.2368166256203666,0.09720176730486009
Waus8730.v1.chr12.g028590,Waus8730.v1.chr12.g028590,10,0.16640364705323696,0.10586319218241043
Waus8730.v1.chr12.g028590,Waus8730.v1.chr12.g028590,11,0.025073227171096064,0.06363636363636363
Waus8730.v1.chr12.g028590,Waus8730.v1.chr12.g028590,12,0.15367653355032554,0.07065217391304347
Waus8730.v1.chr12.g028590,Waus8730.v1.chr12.g028590,13,1.791359526471524,0.9308176100628931
Waus8730.v1.chr12.g028590,Waus8730.v1.chr12.g028590,14,0.1604616564439361,0.17391304347826086
Waus8730.v1.chr4.g099300,NRT2.3|Waus8730.v1.chr4.g099300,0,0.12847018837270754,0.09863672814755413
Waus8730.v1.chr4.g099300,NRT2.3|Waus8730.v1.chr4.g099300,1,2.339346172621637,0.8059574468085107
Waus8730.v1.chr4.g099300,NRT2.3|Waus8730.v1.chr4.g099300,2,0.0630697116225081,0.05583250249252243
Waus8730.v1.chr4.g099300,NRT2.3|Waus8730.v1.chr4.g099300,3,0.07418922231311025,0.05834186284544524
Waus8730.v1.chr4.g099300,NRT2.3|Waus8730.v1.chr4.g099300,4,0.23286564080933078,0.08412197686645637
Waus8730.v1.chr4.g099300,NRT2.3|Waus8730.v1.chr4.g099300,5,0.365051882482169,0.236784140969163
Waus8730.v1.chr4.g099300,NRT2.3|Waus8730.v1.chr4.g099300,6,0.01978790819738919,0.07239263803680981
Waus8730.v1.chr4.g099300,NRT2.3|Waus8730.v1.chr4.g099300,7,0.08767839298786649,0.03865336658354115
Waus8730.v1.chr4.g099300,NRT2.3|Waus8730.v1.chr4.g099300,8,1.7056373848627389,0.7894736842105263
Waus8730.v1.chr4.g099300,NRT2.3|Waus8730.v1.chr4.g099300,9,0.4340407710401217,0.15905743740795286
Waus8730.v1.chr4.g099300,NRT2.3|Waus8730.v1.chr4.g099300,10,0.2779412204815286,0.15798045602605862
Waus8730.v1.chr4.g099300,NRT2.3|Waus8730.v1.chr4.g099300,11,0.022163188362173895,0.07272727272727272
Waus8730.v1.chr4.g099300,NRT2.3|Waus8730.v1.chr4.g099300,12,0.2664951697309249,0.125
Waus8730.v1.chr4.g099300,NRT2.3|Waus8730.v1.chr4.g099300,13,1.8516988246598454,0.8742138364779874
Waus8730.v1.chr4.g099300,NRT2.3|Waus8730.v1.chr4.g099300,14,0.008806495157406356,0.021739130434782608
Waus8730.v1.chr3.g090140,GRP1|Waus8730.v1.chr3.g090140,0,4.322671651322784,0.9967923015236567
Waus8730.v1.chr3.g090140,GRP1|Waus8730.v1.chr3.g090140,1,4.213852582542835,0.985531914893617
Waus8730.v1.chr3.g090140,GRP1|Waus8730.v1.chr3.g090140,2,1.6498486572823479,0.7866400797607178
Waus8730.v1.chr3.g090140,GRP1|Waus8730.v1.chr3.g090140,3,2.7544794295074344,0.9160696008188332
Waus8730.v1.chr3.g090140,GRP1|Waus8730.v1.chr3.g090140,4,3.526228327428167,0.9232386961093586
Waus8730.v1.chr3.g090140,GRP1|Waus8730.v1.chr3.g090140,5,3.7712839810194234,0.9724669603524229
Waus8730.v1.chr3.g090140,GRP1|Waus8730.v1.chr3.g090140,6,2.196213703569982,0.9570552147239264
Waus8730.v1.chr3.g090140,GRP1|Waus8730.v1.chr3.g090140,7,1.4475057840045686,0.5498753117206983
Waus8730.v1.chr3.g090140,GRP1|Waus8730.v1.chr3.g090140,8,2.480228097954188,0.9365721997300944
Waus8730.v1.chr3.g090140,GRP1|Waus8730.v1.chr3.g090140,9,2.0626391416715673,0.6553755522827688
Waus8730.v1.chr3.g090140,GRP1|Waus8730.v1.chr3.g090140,10,3.7105471978868545,0.9690553745928339
Waus8730.v1.chr3.g090140,GRP1|Waus8730.v1.chr3.g090140,11,3.811353660624361,0.9795454545454545
Waus8730.v1.chr3.g090140,GRP1|Waus8730.v1.chr3.g090140,12,3.5346148883181048,0.970108695652174
Waus8730.v1.chr3.g090140,GRP1|Waus8730.v1.chr3.g090140,13,3.383477913197748,0.9811320754716981
Waus8730.v1.chr3.g090140,GRP1|Waus8730.v1.chr3.g090140,14,2.7648349831891883,0.9347826086956522
Waus8730.v1.chr9.g141430,GRP1|Waus8730.v1.chr9.g141430,0,3.2080764748918384,0.9454691259021651
Waus8730.v1.chr9.g141430,GRP1|Waus8730.v1.chr9.g141430,1,2.1970822599453257,0.8451063829787234
Waus8730.v1.chr9.g141430,GRP1|Waus8730.v1.chr9.g141430,2,0.4974905661295404,0.4127617148554337
Waus8730.v1.chr9.g141430,GRP1|Waus8730.v1.chr9.g141430,3,0.8534634900530816,0.4984646878198567
Waus8730.v1.chr9.g141430,GRP1|Waus8730.v1.chr9.g141430,4,1.6743797077982194,0.5531019978969506
Waus8730.v1.chr9.g141430,GRP1|Waus8730.v1.chr9.g141430,5,1.8408483408040184,0.75
Waus8730.v1.chr9.g141430,GRP1|Waus8730.v1.chr9.g141430,6,0.4195187189387568,0.5803680981595092
Waus8730.v1.chr9.g141430,GRP1|Waus8730.v1.chr9.g141430,7,0.2825250884613865,0.13092269326683292
Waus8730.v1.chr9.g141430,GRP1|Waus8730.v1.chr9.g141430,8,0.7645676607462014,0.573549257759784
Waus8730.v1.chr9.g141430,GRP1|Waus8730.v1.chr9.g141430,9,0.3466216387809554,0.13843888070692195
Waus8730.v1.chr9.g141430,GRP1|Waus8730.v1.chr9.g141430,10,1.9011428433474031,0.7768729641693811
Waus8730.v1.chr9.g141430,GRP1|Waus8730.v1.chr9.g141430,11,2.376057453879855,0.9340909090909091
Waus8730.v1.chr9.g141430,GRP1|Waus8730.v1.chr9.g141430,12,1.7751702379572083,0.6902173913043478
Waus8730.v1.chr9.g141430,GRP1|Waus8730.v1.chr9.g141430,13,1.668185730318651,0.9025157232704403
Waus8730.v1.chr9.g141430,GRP1|Waus8730.v1.chr9.g141430,14,0.9834298431414163,0.5869565217391305
Waus8730.v1.chr2.g084870,Waus8730.v1.chr2.g084870,0,2.9501904067451568,0.946271050521251
Waus8730.v1.chr2.g084870,Waus8730.v1.chr2.g084870,1,2.3333823900395454,0.8553191489361702
Waus8730.v1.chr2.g084870,Waus8730.v1.chr2.g084870,2,0.8189708109321824,0.5902293120638086
Waus8730.v1.chr2.g084870,Waus8730.v1.chr2.g084870,3,1.1634975471184454,0.6079836233367452
Waus8730.v1.chr2.g084870,Waus8730.v1.chr2.g084870,4,2.0742306440232663,0.6603575184016824
Waus8730.v1.chr2.g084870,Waus8730.v1.chr2.g084870,5,1.9585463728114523,0.7918502202643172
Waus8730.v1.chr2.g084870,Waus8730.v1.chr2.g084870,6,1.2487586478350134,0.8723926380368098
Waus8730.v1.chr2.g084870,Waus8730.v1.chr2.g084870,7,0.5298772329389093,0.24688279301745636
Waus8730.v1.chr2.g084870,Waus8730.v1.chr2.g084870,8,1.3460165120968701,0.7786774628879892
Waus8730.v1.chr2.g084870,Waus8730.v1.chr2.g084870,9,0.6664621144045668,0.24447717231222385
Waus8730.v1.chr2.g084870,Waus8730.v1.chr2.g084870,10,2.5147849018648207,0.8664495114006515
Waus8730.v1.chr2.g084870,Waus8730.v1.chr2.g084870,11,3.321856969375082,0.975
Waus8730.v1.chr2.g084870,Waus8730.v1.chr2.g084870,12,2.446653177174227,0.8152173913043478
Waus8730.v1.chr2.g084870,Waus8730.v1.chr2.g084870,13,1.864150743025548,0.9339622641509434
Waus8730.v1.chr2.g084870,Waus8730.v1.chr2.g084870,14,1.3266947667164544,0.7391304347826086
Waus8730.v1.chr5.g116730,Waus8730.v1.chr5.g116730,0,3.3055291464761227,0.9334402566158782
Waus8730.v1.chr5.g116730,Waus8730.v1.chr5.g116730,1,1.2989376177987575,0.6008510638297873
Waus8730.v1.chr5.g116730,Waus8730.v1.chr5.g116730,2,5.019385587443612,0.9930209371884346
Waus8730.v1.chr5.g116730,Waus8730.v1.chr5.g116730,3,1.5190452139885706,0.6990788126919141
Waus8730.v1.chr5.g116730,Waus8730.v1.chr5.g116730,4,1.109775971820251,0.38590956887486855
Waus8730.v1.chr5.g116730,Waus8730.v1.chr5.g116730,5,0.9354281026111139,0.5033039647577092
Waus8730.v1.chr5.g116730,Waus8730.v1.chr5.g116730,6,1.0416524907048292,0.845398773006135
Waus8730.v1.chr5.g116730,Waus8730.v1.chr5.g116730,7,0.9734778650890272,0.4102244389027431
Waus8730.v1.chr5.g116730,Waus8730.v1.chr5.g116730,8,1.4192461042833837,0.7678812415654521
Waus8730.v1.chr5.g116730,Waus8730.v1.chr5.g116730,9,1.4550109686935238,0.49042709867452133
Waus8730.v1.chr5.g116730,Waus8730.v1.chr5.g116730,10,1.204018066216313,0.6042345276872965
Waus8730.v1.chr5.g116730,Waus8730.v1.chr5.g116730,11,0.7081399696003284,0.6613636363636364
Waus8730.v1.chr5.g116730,Waus8730.v1.chr5.g116730,12,0.7865519786825123,0.39402173913043476
Waus8730.v1.chr5.g116730,Waus8730.v1.chr5.g116730,13,2.3452523796922837,0.9748427672955975
Waus8730.v1.chr5.g116730,Waus8730.v1.chr5.g116730,14,2.996360124506411,0.8913043478260869
Waus8730.v1.chr4.g105210,Waus8730.v1.chr4.g105210,0,0.41664310307666574,0.25100240577385724
Waus8730.v1.chr4.g105210,Waus8730.v1.chr4.g105210,1,0.6527783427496051,0.4025531914893617
Waus8730.v1.chr4.g105210,Waus8730.v1.chr4.g105210,2,0.6349903568313678,0.3509471585244267
Waus8730.v1.chr4.g105210,Waus8730.v1.chr4.g105210,3,1.3614621463460008,0.5752302968270215
Waus8730.v1.chr4.g105210,Waus8730.v1.chr4.g105210,4,0.7316883402135015,0.2555205047318612
Waus8730.v1.chr4.g105210,Waus8730.v1.chr4.g105210,5,0.3754482142345528,0.2753303964757709
Waus8730.v1.chr4.g105210,Waus8730.v1.chr4.g105210,6,0.31561783482300027,0.43190184049079755
Waus8730.v1.chr4.g105210,Waus8730.v1.chr4.g105210,7,0.5445053462692713,0.23815461346633415
Waus8730.v1.chr4.g105210,Waus8730.v1.chr4.g105210,8,1.1635326161924247,0.6747638326585695
Waus8730.v1.chr4.g105210,Waus8730.v1.chr4.g105210,9,0.9131796955807899,0.32547864506627394
Waus8730.v1.chr4.g105210,Waus8730.v1.chr4.g105210,10,0.8904130348036587,0.4201954397394137
Waus8730.v1.chr4.g105210,Waus8730.v1.chr4.g105210,11,0.2046743998917063,0.27954545454545454
Waus8730.v1.chr4.g105210,Waus8730.v1.chr4.g105210,12,0.4574044929428764,0.22010869565217392
Waus8730.v1.chr4.g105210,Waus8730.v1.chr4.g105210,13,3.6386308205740687,0.9811320754716981
Waus8730.v1.chr4.g105210,Waus8730.v1.chr4.g105210,14,0.32484528684804986,0.2391304347826087
Waus8730.v1.chr2.g075880,Waus8730.v1.chr2.g075880,0,1.46742131178913,0.6118684843624699
Waus8730.v1.chr2.g075880,Waus8730.v1.chr2.g075880,1,3.4634719425307545,0.931063829787234
Waus8730.v1.chr2.g075880,Waus8730.v1.chr2.g075880,2,1.928781841045193,0.7457627118644068
Waus8730.v1.chr2.g075880,Waus8730.v1.chr2.g075880,3,0.32343284447324283,0.21699078812691913
Waus8730.v1.chr2.g075880,Waus8730.v1.chr2.g075880,4,0.8708248545181067,0.3038906414300736
Waus8730.v1.chr2.g075880,Waus8730.v1.chr2.g075880,5,0.291978587867081,0.21806167400881057
Waus8730.v1.chr2.g075880,Waus8730.v1.chr2.g075880,6,0.11643699292896598,0.25398773006134967
Waus8730.v1.chr2.g075880,Waus8730.v1.chr2.g075880,7,0.36349278545192315,0.1596009975062344
Waus8730.v1.chr2.g075880,Waus8730.v1.chr2.g075880,8,3.0882596819227754,0.970310391363023
Waus8730.v1.chr2.g075880,Waus8730.v1.chr2.g075880,9,1.5839238968698486,0.5007363770250368
Waus8730.v1.chr2.g075880,Waus8730.v1.chr2.g075880,10,0.5171716391894399,0.2964169381107492
Waus8730.v1.chr2.g075880,Waus8730.v1.chr2.g075880,11,0.14390536469814721,0.24545454545454545
Waus8730.v1.chr2.g075880,Waus8730.v1.chr2.g075880,12,0.6060759281138509,0.27445652173913043
Waus8730.v1.chr2.g075880,Waus8730.v1.chr2.g075880,13,3.4774774242388196,0.9937106918238994
Waus8730.v1.chr2.g075880,Waus8730.v1.chr2.g075880,14,0.29720624083381836,0.2391304347826087
