native_program_id,native_program_name,trusted_panel_tier,initial_review_call,manual_review_priority,waus8730_gene_id,preferred_name,source_leiden_clusters,best_marker_rank,max_marker_score,evidence_level,annotation_summary,reason_for_inclusion,review_note,manual_decision,manual_decision_notes,marker_label,grouping,group,n_cells,mean_expression,detection_fraction
ion_water_balance,Ion / water balance,core_marker,keep_initial,medium,Waus8730.v1.chr1.g013300,-,5,4,34.2919,high,Belongs to the MIP aquaporin (TC 1.A.8) family,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr1.g013300,timepoint,dusk,5552,2.455773596702599,0.8371757925072046
ion_water_balance,Ion / water balance,core_marker,keep_initial,medium,Waus8730.v1.chr14.g044450,HAK5,14,5,9.3193,high,Potassium transporter,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,HAK5|Waus8730.v1.chr14.g044450,all_cells,all_cells,11084,0.0753663210136514,0.07343919162757127
ion_water_balance,Ion / water balance,core_marker,keep_initial,medium,Waus8730.v1.chr14.g044450,HAK5,14,5,9.3193,high,Potassium transporter,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,HAK5|Waus8730.v1.chr14.g044450,timepoint,dawn,5532,0.11997624495520672,0.11099060014461316
ion_water_balance,Ion / water balance,core_marker,keep_initial,medium,Waus8730.v1.chr14.g044450,HAK5,14,5,9.3193,high,Potassium transporter,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,HAK5|Waus8730.v1.chr14.g044450,timepoint,dusk,5552,0.030917095645372598,0.03602305475504323
ion_water_balance,Ion / water balance,supporting_marker,supporting_review,medium,Waus8730.v1.chr1.g008530,-,9,6,35.5074,medium,plasma membrane ATPase,High- or medium-evidence marker within the top-eight ranks; useful as supporting evidence for this candidate program.,"Useful supporting marker, but should be checked manually before being treated as a core program marker.",,,Waus8730.v1.chr1.g008530,all_cells,all_cells,11084,1.392159445499181,0.6273908336340671
ion_water_balance,Ion / water balance,supporting_marker,supporting_review,medium,Waus8730.v1.chr1.g008530,-,9,6,35.5074,medium,plasma membrane ATPase,High- or medium-evidence marker within the top-eight ranks; useful as supporting evidence for this candidate program.,"Useful supporting marker, but should be checked manually before being treated as a core program marker.",,,Waus8730.v1.chr1.g008530,timepoint,dawn,5532,1.4241877197770743,0.6545553145336226
ion_water_balance,Ion / water balance,supporting_marker,supporting_review,medium,Waus8730.v1.chr1.g008530,-,9,6,35.5074,medium,plasma membrane ATPase,High- or medium-evidence marker within the top-eight ranks; useful as supporting evidence for this candidate program.,"Useful supporting marker, but should be checked manually before being treated as a core program marker.",,,Waus8730.v1.chr1.g008530,timepoint,dusk,5552,1.3602465468490896,0.6003242074927954
ion_water_balance,Ion / water balance,supporting_marker,supporting_review,medium,Waus8730.v1.chr5.g111340,TIP4-3,5,6,32.2176,medium,Belongs to the MIP aquaporin (TC 1.A.8) family,High- or medium-evidence marker within the top-eight ranks; useful as supporting evidence for this candidate program.,"Useful supporting marker, but should be checked manually before being treated as a core program marker.",,,TIP4-3|Waus8730.v1.chr5.g111340,all_cells,all_cells,11084,0.3639129637369837,0.22573078311079034
ion_water_balance,Ion / water balance,supporting_marker,supporting_review,medium,Waus8730.v1.chr5.g111340,TIP4-3,5,6,32.2176,medium,Belongs to the MIP aquaporin (TC 1.A.8) family,High- or medium-evidence marker within the top-eight ranks; useful as supporting evidence for this candidate program.,"Useful supporting marker, but should be checked manually before being treated as a core program marker.",,,TIP4-3|Waus8730.v1.chr5.g111340,timepoint,dawn,5532,0.31070233841114053,0.2118582791033984
ion_water_balance,Ion / water balance,supporting_marker,supporting_review,medium,Waus8730.v1.chr5.g111340,TIP4-3,5,6,32.2176,medium,Belongs to the MIP aquaporin (TC 1.A.8) family,High- or medium-evidence marker within the top-eight ranks; useful as supporting evidence for this candidate program.,"Useful supporting marker, but should be checked manually before being treated as a core program marker.",,,TIP4-3|Waus8730.v1.chr5.g111340,timepoint,dusk,5552,0.41693190813586045,0.23955331412103748
ion_water_balance,Ion / water balance,supporting_marker,supporting_review,medium,Waus8730.v1.chr18.g069540,-,14,6,9.242,medium,Sodium/hydrogen exchanger family,High- or medium-evidence marker within the top-eight ranks; useful as supporting evidence for this candidate program.,"Useful supporting marker, but should be checked manually before being treated as a core program marker.",,,Waus8730.v1.chr18.g069540,all_cells,all_cells,11084,0.011824874641558899,0.009202453987730062
ion_water_balance,Ion / water balance,supporting_marker,supporting_review,medium,Waus8730.v1.chr18.g069540,-,14,6,9.242,medium,Sodium/hydrogen exchanger family,High- or medium-evidence marker within the top-eight ranks; useful as supporting evidence for this candidate program.,"Useful supporting marker, but should be checked manually before being treated as a core program marker.",,,Waus8730.v1.chr18.g069540,timepoint,dawn,5532,0.010697248418653025,0.009219088937093275
ion_water_balance,Ion / water balance,supporting_marker,supporting_review,medium,Waus8730.v1.chr18.g069540,-,14,6,9.242,medium,Sodium/hydrogen exchanger family,High- or medium-evidence marker within the top-eight ranks; useful as supporting evidence for this candidate program.,"Useful supporting marker, but should be checked manually before being treated as a core program marker.",,,Waus8730.v1.chr18.g069540,timepoint,dusk,5552,0.012948438810347676,0.009185878962536023
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,core_marker,keep_initial,high,Waus8730.v1.chr1.g003300,-,3,1,43.6534,high,Belongs to the Casparian strip membrane proteins (CASP) family,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr1.g003300,all_cells,all_cells,11084,0.9539104083049149,0.5026163839769037
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,core_marker,keep_initial,high,Waus8730.v1.chr1.g003300,-,3,1,43.6534,high,Belongs to the Casparian strip membrane proteins (CASP) family,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr1.g003300,timepoint,dawn,5532,0.647846500219049,0.43998553868402024
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,core_marker,keep_initial,high,Waus8730.v1.chr1.g003300,-,3,1,43.6534,high,Belongs to the Casparian strip membrane proteins (CASP) family,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr1.g003300,timepoint,dusk,5552,1.258871780698829,0.565021613832853
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,core_marker,keep_initial,high,Waus8730.v1.chr9.g145240,-,7;8;9;13,1,37.1226,high,Plant non-specific lipid-transfer proteins transfer phospholipids as well as galactolipids across membranes. May play a role in wax or cutin deposition in the cell walls of expanding epidermal cells and certain secretory tissues,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr9.g145240,all_cells,all_cells,11084,3.335968233781995,0.9208769397329484
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,core_marker,keep_initial,high,Waus8730.v1.chr9.g145240,-,7;8;9;13,1,37.1226,high,Plant non-specific lipid-transfer proteins transfer phospholipids as well as galactolipids across membranes. May play a role in wax or cutin deposition in the cell walls of expanding epidermal cells and certain secretory tissues,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr9.g145240,timepoint,dawn,5532,3.294501075341021,0.9204627621113521
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,core_marker,keep_initial,high,Waus8730.v1.chr9.g145240,-,7;8;9;13,1,37.1226,high,Plant non-specific lipid-transfer proteins transfer phospholipids as well as galactolipids across membranes. May play a role in wax or cutin deposition in the cell walls of expanding epidermal cells and certain secretory tissues,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr9.g145240,timepoint,dusk,5552,3.3772860148510637,0.9212896253602305
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,core_marker,keep_initial,high,Waus8730.v1.chr16.g057130,-,2,2,49.7493,high,3-ketoacyl-coa synthase,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr16.g057130,all_cells,all_cells,11084,1.2633591090383536,0.47401660050523275
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,core_marker,keep_initial,high,Waus8730.v1.chr16.g057130,-,2,2,49.7493,high,3-ketoacyl-coa synthase,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr16.g057130,timepoint,dawn,5532,1.4829598570416156,0.5178958785249458
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,core_marker,keep_initial,high,Waus8730.v1.chr16.g057130,-,2,2,49.7493,high,3-ketoacyl-coa synthase,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr16.g057130,timepoint,dusk,5552,1.0445494300120486,0.43029538904899134
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,core_marker,keep_initial,high,Waus8730.v1.chr15.g053470,-,3,2,39.2811,high,O-acyltransferase (WSD1-like),High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr15.g053470,all_cells,all_cells,11084,0.3482846858348354,0.16916275712739084
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,core_marker,keep_initial,high,Waus8730.v1.chr15.g053470,-,3,2,39.2811,high,O-acyltransferase (WSD1-like),High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr15.g053470,timepoint,dawn,5532,0.28719401866015,0.1527476500361533
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,core_marker,keep_initial,high,Waus8730.v1.chr15.g053470,-,3,2,39.2811,high,O-acyltransferase (WSD1-like),High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr15.g053470,timepoint,dusk,5552,0.40915528576465526,0.18551873198847263
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,core_marker,keep_initial,medium,Waus8730.v1.chr14.g045910,-,9;13,4,36.3972,high,Belongs to the sterol desaturase family,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr14.g045910,all_cells,all_cells,11084,0.46201182745297437,0.20967159870083002
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,core_marker,keep_initial,medium,Waus8730.v1.chr14.g045910,-,9;13,4,36.3972,high,Belongs to the sterol desaturase family,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr14.g045910,timepoint,dawn,5532,0.5030294156928916,0.22234273318872017
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,core_marker,keep_initial,medium,Waus8730.v1.chr14.g045910,-,9;13,4,36.3972,high,Belongs to the sterol desaturase family,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr14.g045910,timepoint,dusk,5552,0.4211419970957658,0.19704610951008644
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,core_marker,keep_initial,medium,Waus8730.v1.chr15.g053070,-,12,4,17.9614,high,Belongs to the glycosyltransferase 8 family,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr15.g053070,all_cells,all_cells,11084,0.793261730532541,0.43350775893179355
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,core_marker,keep_initial,medium,Waus8730.v1.chr15.g053070,-,12,4,17.9614,high,Belongs to the glycosyltransferase 8 family,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr15.g053070,timepoint,dawn,5532,0.5914898211325913,0.36532899493853943
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,core_marker,keep_initial,medium,Waus8730.v1.chr15.g053070,-,12,4,17.9614,high,Belongs to the glycosyltransferase 8 family,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr15.g053070,timepoint,dusk,5552,0.9943067958784564,0.5014409221902018
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,core_marker,keep_initial,medium,Waus8730.v1.chr14.g045920,-,7;9;13,5,36.1962,high,Belongs to the sterol desaturase family,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr14.g045920,all_cells,all_cells,11084,0.6386935919008979,0.25694695055936484
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,core_marker,keep_initial,medium,Waus8730.v1.chr14.g045920,-,7;9;13,5,36.1962,high,Belongs to the sterol desaturase family,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr14.g045920,timepoint,dawn,5532,0.6270687393073959,0.25958062183658714
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,core_marker,keep_initial,medium,Waus8730.v1.chr14.g045920,-,7;9;13,5,36.1962,high,Belongs to the sterol desaturase family,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr14.g045920,timepoint,dusk,5552,0.6502765682242502,0.2543227665706052
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,supporting_marker,supporting_review,medium,Waus8730.v1.chr15.g049100,-,12,6,16.9095,medium,"Catalyzes xyloglucan endohydrolysis (XEH) and or endotransglycosylation (XET). Cleaves and religates xyloglucan polymers, an essential constituent of the primary cell wall, and thereby participates in cell wall construction of growing tissues",High- or medium-evidence marker within the top-eight ranks; useful as supporting evidence for this candidate program.,"Useful supporting marker, but should be checked manually before being treated as a core program marker.",,,Waus8730.v1.chr15.g049100,all_cells,all_cells,11084,1.0352396211074162,0.4880909418982317
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,supporting_marker,supporting_review,medium,Waus8730.v1.chr15.g049100,-,12,6,16.9095,medium,"Catalyzes xyloglucan endohydrolysis (XEH) and or endotransglycosylation (XET). Cleaves and religates xyloglucan polymers, an essential constituent of the primary cell wall, and thereby participates in cell wall construction of growing tissues",High- or medium-evidence marker within the top-eight ranks; useful as supporting evidence for this candidate program.,"Useful supporting marker, but should be checked manually before being treated as a core program marker.",,,Waus8730.v1.chr15.g049100,timepoint,dawn,5532,0.8823926457505128,0.45191612436731743
lipid_surface_cell_wall,Lipid / surface / cell-wall biology,supporting_marker,supporting_review,medium,Waus8730.v1.chr15.g049100,-,12,6,16.9095,medium,"Catalyzes xyloglucan endohydrolysis (XEH) and or endotransglycosylation (XET). Cleaves and religates xyloglucan polymers, an essential constituent of the primary cell wall, and thereby participates in cell wall construction of growing tissues",High- or medium-evidence marker within the top-eight ranks; useful as supporting evidence for this candidate program.,"Useful supporting marker, but should be checked manually before being treated as a core program marker.",,,Waus8730.v1.chr15.g049100,timepoint,dusk,5552,1.1875359949680766,0.524135446685879
nutrient_transport,Nutrient transport,core_marker,keep_initial,high,Waus8730.v1.chr7.g132050,NAR2.2,7;9,2,40.6439,high,High affinity nitrate transporter,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,NAR2.2|Waus8730.v1.chr7.g132050,all_cells,all_cells,11084,1.5730025295028751,0.6602309635510646
nutrient_transport,Nutrient transport,core_marker,keep_initial,high,Waus8730.v1.chr7.g132050,NAR2.2,7;9,2,40.6439,high,High affinity nitrate transporter,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,NAR2.2|Waus8730.v1.chr7.g132050,timepoint,dawn,5532,1.293852887235532,0.6229211858279103
nutrient_transport,Nutrient transport,core_marker,keep_initial,high,Waus8730.v1.chr7.g132050,NAR2.2,7;9,2,40.6439,high,High affinity nitrate transporter,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,NAR2.2|Waus8730.v1.chr7.g132050,timepoint,dusk,5552,1.851146589485393,0.6974063400576369
nutrient_transport,Nutrient transport,core_marker,keep_initial,high,Waus8730.v1.chr12.g028590,-,7,3,40.4727,high,Inorganic phosphate transporter,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr12.g028590,all_cells,all_cells,11084,0.443491303396325,0.2190544929628293
nutrient_transport,Nutrient transport,core_marker,keep_initial,high,Waus8730.v1.chr12.g028590,-,7,3,40.4727,high,Inorganic phosphate transporter,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr12.g028590,timepoint,dawn,5532,0.26956370824093256,0.16377440347071584
nutrient_transport,Nutrient transport,core_marker,keep_initial,high,Waus8730.v1.chr12.g028590,-,7,3,40.4727,high,Inorganic phosphate transporter,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr12.g028590,timepoint,dusk,5552,0.6167923582233478,0.27413544668587897
nutrient_transport,Nutrient transport,core_marker,keep_initial,medium,Waus8730.v1.chr4.g099300,NRT2.3,7,5,39.273,high,high affinity nitrate transporter,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,NRT2.3|Waus8730.v1.chr4.g099300,all_cells,all_cells,11084,0.5512773064059633,0.24494767232046194
nutrient_transport,Nutrient transport,core_marker,keep_initial,medium,Waus8730.v1.chr4.g099300,NRT2.3,7,5,39.273,high,high affinity nitrate transporter,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,NRT2.3|Waus8730.v1.chr4.g099300,timepoint,dawn,5532,0.3772622453462225,0.19757772957339118
nutrient_transport,Nutrient transport,core_marker,keep_initial,medium,Waus8730.v1.chr4.g099300,NRT2.3,7,5,39.273,high,high affinity nitrate transporter,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,NRT2.3|Waus8730.v1.chr4.g099300,timepoint,dusk,5552,0.7246655120584283,0.29214697406340057
nutrient_transport,Nutrient transport,supporting_marker,supporting_review,medium,Waus8730.v1.chr16.g056580,-,7,6,37.2033,medium,glutamine synthetase,High- or medium-evidence marker within the top-eight ranks; useful as supporting evidence for this candidate program.,"Useful supporting marker, but should be checked manually before being treated as a core program marker.",,,Waus8730.v1.chr16.g056580,all_cells,all_cells,11084,1.2531571033668194,0.5872428726091664
nutrient_transport,Nutrient transport,supporting_marker,supporting_review,medium,Waus8730.v1.chr16.g056580,-,7,6,37.2033,medium,glutamine synthetase,High- or medium-evidence marker within the top-eight ranks; useful as supporting evidence for this candidate program.,"Useful supporting marker, but should be checked manually before being treated as a core program marker.",,,Waus8730.v1.chr16.g056580,timepoint,dawn,5532,0.9393317813126746,0.5253073029645697
nutrient_transport,Nutrient transport,supporting_marker,supporting_review,medium,Waus8730.v1.chr16.g056580,-,7,6,37.2033,medium,glutamine synthetase,High- or medium-evidence marker within the top-eight ranks; useful as supporting evidence for this candidate program.,"Useful supporting marker, but should be checked manually before being treated as a core program marker.",,,Waus8730.v1.chr16.g056580,timepoint,dusk,5552,1.5658519307449765,0.6489553314121037
nutrient_transport,Nutrient transport,supporting_marker,supporting_review,medium,Waus8730.v1.chr13.g034020,-,9,8,35.3464,medium,sulfate transporter,High- or medium-evidence marker within the top-eight ranks; useful as supporting evidence for this candidate program.,"Useful supporting marker, but should be checked manually before being treated as a core program marker.",,,Waus8730.v1.chr13.g034020,all_cells,all_cells,11084,0.4518618444043872,0.20660411403825335
nutrient_transport,Nutrient transport,supporting_marker,supporting_review,medium,Waus8730.v1.chr13.g034020,-,9,8,35.3464,medium,sulfate transporter,High- or medium-evidence marker within the top-eight ranks; useful as supporting evidence for this candidate program.,"Useful supporting marker, but should be checked manually before being treated as a core program marker.",,,Waus8730.v1.chr13.g034020,timepoint,dawn,5532,0.4569465501068806,0.2105929139551699
nutrient_transport,Nutrient transport,supporting_marker,supporting_review,medium,Waus8730.v1.chr13.g034020,-,9,8,35.3464,medium,sulfate transporter,High- or medium-evidence marker within the top-eight ranks; useful as supporting evidence for this candidate program.,"Useful supporting marker, but should be checked manually before being treated as a core program marker.",,,Waus8730.v1.chr13.g034020,timepoint,dusk,5552,0.4467954553650872,0.20262968299711814
photosynthesis_light_harvesting,Photosynthesis / light harvesting,core_marker,keep_initial,high,Waus8730.v1.chr5.g115190,-,6;8,1,29.8563,high,"The light-harvesting complex (LHC) functions as a light receptor, it captures and delivers excitation energy to photosystems with which it is closely associated",High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr5.g115190,all_cells,all_cells,11084,2.3972594532419507,0.6792674124864669
photosynthesis_light_harvesting,Photosynthesis / light harvesting,core_marker,keep_initial,high,Waus8730.v1.chr5.g115190,-,6;8,1,29.8563,high,"The light-harvesting complex (LHC) functions as a light receptor, it captures and delivers excitation energy to photosystems with which it is closely associated",High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr5.g115190,timepoint,dawn,5532,4.159284397245911,0.9922270426608821
photosynthesis_light_harvesting,Photosynthesis / light harvesting,core_marker,keep_initial,high,Waus8730.v1.chr5.g115190,-,6;8,1,29.8563,high,"The light-harvesting complex (LHC) functions as a light receptor, it captures and delivers excitation energy to photosystems with which it is closely associated",High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr5.g115190,timepoint,dusk,5552,0.6415818613417512,0.36743515850144093
photosynthesis_light_harvesting,Photosynthesis / light harvesting,core_marker,keep_initial,high,Waus8730.v1.chr6.g122410,-,4;6;8,2,40.0379,high,"The light-harvesting complex (LHC) functions as a light receptor, it captures and delivers excitation energy to photosystems with which it is closely associated",High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr6.g122410,all_cells,all_cells,11084,2.9402423331988268,0.9175387946589679
photosynthesis_light_harvesting,Photosynthesis / light harvesting,core_marker,keep_initial,high,Waus8730.v1.chr6.g122410,-,4;6;8,2,40.0379,high,"The light-harvesting complex (LHC) functions as a light receptor, it captures and delivers excitation energy to photosystems with which it is closely associated",High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr6.g122410,timepoint,dawn,5532,3.5339452834021525,0.9690889370932755
photosynthesis_light_harvesting,Photosynthesis / light harvesting,core_marker,keep_initial,high,Waus8730.v1.chr6.g122410,-,4;6;8,2,40.0379,high,"The light-harvesting complex (LHC) functions as a light receptor, it captures and delivers excitation energy to photosystems with which it is closely associated",High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr6.g122410,timepoint,dusk,5552,2.348678082383842,0.8661743515850144
photosynthesis_light_harvesting,Photosynthesis / light harvesting,core_marker,keep_initial,high,Waus8730.v1.chr7.g126900,-,0;11,2,28.3787,high,Photosystem II reaction centre X protein (PsbX),High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr7.g126900,all_cells,all_cells,11084,2.270658260939332,0.837333092746301
photosynthesis_light_harvesting,Photosynthesis / light harvesting,core_marker,keep_initial,high,Waus8730.v1.chr7.g126900,-,0;11,2,28.3787,high,Photosystem II reaction centre X protein (PsbX),High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr7.g126900,timepoint,dawn,5532,2.020040553953199,0.7897686189443239
photosynthesis_light_harvesting,Photosynthesis / light harvesting,core_marker,keep_initial,high,Waus8730.v1.chr7.g126900,-,0;11,2,28.3787,high,Photosystem II reaction centre X protein (PsbX),High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,Waus8730.v1.chr7.g126900,timepoint,dusk,5552,2.52037316638733,0.8847262247838616
photosynthesis_light_harvesting,Photosynthesis / light harvesting,core_marker,keep_initial,high,Waus8730.v1.chr17.g061240,ELIP,2;8,3,48.9931,high,Chlorophyll A-B binding protein,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,ELIP|Waus8730.v1.chr17.g061240,all_cells,all_cells,11084,1.2305633754213507,0.45173222663298446
photosynthesis_light_harvesting,Photosynthesis / light harvesting,core_marker,keep_initial,high,Waus8730.v1.chr17.g061240,ELIP,2;8,3,48.9931,high,Chlorophyll A-B binding protein,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,ELIP|Waus8730.v1.chr17.g061240,timepoint,dawn,5532,2.341798386255213,0.7866955892986262
