arabidopsis_gene_id,arabidopsis_protein_id,arabidopsis_gene_symbol,wolffia_gene_key,wolffia_ncbi_gene_id,wolffia_locus_tag,wolffia_gene_symbol,wolffia_protein_id,wolffia_product,percent_identity,query_coverage,subject_coverage,evalue,bitscore,top_hit_score_ratio,reciprocal_best_hit,arabidopsis_genes_sharing_wolffia_top_hit,orthology_status,mapping_confidence
AT1G62975,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G62980,NP_176486.1,EXPA18,144706643,144706643,,EXPA4,XP_078435773.1,expansin A4,54.3,94.6,94.2,1.6099999999999998e-95,280.0,1.1244979919678715,False,4.0,directional_best_hit,low
AT1G62981,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G62990,NP_564805.1,KNAT7,144711624,144711624,,KNAT7,XP_078441736.1,homeobox knotted-like protein isoform X1,75.0,93.5,95.4,3.89e-142,400.0,1.1661807580174928,True,1.0,reciprocal_best_hit,high
AT1G63100,NP_176498.1,,144716636,144716636,,LOC144716636,XP_078447942.1,protein DWARF AND LOW-TILLERING-like,49.6,57.9,70.7,4.34e-111,343.0,1.5662100456621004,True,1.0,reciprocal_best_hit,medium
AT1G63120,NP_176500.1,RBL2,144700850,144700850,,LOC144700850,XP_078428535.1,RHOMBOID-like protein 2,62.0,90.5,74.4,4.92e-133,382.0,1.0437158469945356,False,1.0,directional_best_hit,low
AT1G63180,NP_564811.1,UGE3,144703086,144703086,,LOC144703086,XP_078431295.1,UDP-glucose 4-epimerase 1-like,63.2,97.4,98.0,2.41e-164,461.0,1.8588709677419355,False,2.0,directional_best_hit,low
AT1G63310,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G63410,NP_001321952.1,,144707947,144707947,,LOC144707947,XP_078437357.1,LURP-one-like protein (DUF567),29.5,84.2,95.9,1.13e-18,79.3,1.055925432756325,False,3.0,directional_best_hit,low
AT1G63520,NP_176540.1,,144700011,144700011,,LOC144700011,XP_078427503.1,uncharacterized protein LOC144700011,30.3,74.6,60.2,1.8099999999999997e-30,124.0,1.7318435754189945,False,1.0,directional_best_hit,low
AT1G63820,NP_176567.2,,144710322,144710322,,LOC144710322,XP_078440183.1,uncharacterized protein LOC144710322,63.9,24.6,19.7,3.11e-19,85.5,1.283783783783784,False,3.0,below_threshold,unmapped
AT1G64065,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G64160,NP_176598.1,DIR5,144700953,144700953,,LOC144700953,XP_078428688.1,disease resistance response protein 206-like,49.7,84.6,82.9,1.6e-53,167.0,inf,True,4.0,reciprocal_best_hit,high
AT1G64380,NP_176620.1,,144704909,144704909,,LOC144704909,XP_078433620.1,ethylene-responsive transcription factor ERF061-like,44.1,63.3,77.4,1.72e-38,136.0,1.0149253731343284,True,1.0,reciprocal_best_hit,medium
AT1G64660,NP_176647.1,MGL,144712269,144712269,,MGL,XP_078442623.1,methionine gamma-lyase,70.8,97.5,96.4,1.6099999999999998e-219,609.0,4.06,True,1.0,reciprocal_best_hit,high
AT1G64700,NP_176651.1,,144716974,144716974,,LOC144716974,XP_078448392.1,uncharacterized protein LOC144716974,53.7,20.2,23.2,2.26e-06,45.1,inf,False,1.0,below_threshold,unmapped
AT1G65060,NP_176686.1,4CL3,144708670,144708670,,LOC144708670,XP_078438210.1,4-coumarate--CoA ligase 2-like,65.6,99.8,98.9,2.13e-255,709.0,1.036549707602339,True,1.0,reciprocal_best_hit,medium
AT1G65310,NP_001321436.1,XTH17,144713047,144713047,,LOC144713047,XP_078443654.1,xyloglucan endotransglucosylase protein 7-like,64.4,91.1,98.6,3.56e-133,378.0,1.0026525198938991,False,4.0,directional_best_hit,low
AT1G65490,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G65500,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G65570,NP_176735.1,,144706055,144706055,,LOC144706055,XP_078435055.1,polygalacturonase-like,46.6,93.5,94.6,8.84e-117,344.0,1.2883895131086143,False,4.0,directional_best_hit,low
AT1G65610,NP_176738.1,KOR2,144705574,144705574,,LOC144705574,XP_078434462.1,endoglucanase 12-like,57.4,100.0,100.0,1.21e-254,712.0,1.0532544378698225,True,1.0,reciprocal_best_hit,medium
AT1G65690,NP_564862.1,,144714878,144714878,,LOC144714878,XP_078445804.1,NDR1/HIN1-like protein 6,40.9,100.0,100.0,5.72e-54,173.0,2.2913907284768213,False,2.0,directional_best_hit,low
AT1G65890,NP_176764.1,AAE12,144714850,144714850,,LOC144714850,XP_078445766.1,LOW QUALITY PROTEIN: butanoate--CoA ligase AAE1-like,47.6,96.2,99.3,3.13e-181,521.0,1.0482897384305836,False,1.0,directional_best_hit,low
AT1G65910,NP_176766.1,NAC028,144712739,144712739,,LOC144712739,XP_078443161.1,NAC domain-containing protein 17-like,62.7,25.5,28.4,1.1800000000000001e-64,221.0,1.027906976744186,False,1.0,below_threshold,unmapped
AT1G65960,NP_001117556.1,GAD2,144713991,144713991,,LOC144713991,XP_078444849.1,glutamate decarboxylase 4,79.8,100.0,100.0,8.46e-291,793.0,1.1678939617083948,False,3.0,directional_best_hit,low
AT1G66030,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G66180,NP_564867.1,,144700735,144700735,,LOC144700735,XP_078428349.1,aspartic proteinase PCS1-like,34.7,84.0,86.4,3.75e-60,200.0,1.4492753623188406,False,3.0,directional_best_hit,low
AT1G66190,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G66200,NP_001185327.1,GSR2,144711164,144711164,,LOC144711164,XP_078441212.1,glutamine synthetase nodule isozyme,82.5,100.0,100.0,3.5099999999999998e-239,652.0,1.0482315112540193,False,2.0,directional_best_hit,low
AT1G66230,NP_176797.1,MYB20,144713888,144713888,,LOC144713888,XP_078444746.1,transcription factor MYB20-like,57.7,96.8,92.7,2.33e-89,265.0,1.0905349794238683,True,4.0,reciprocal_best_hit,medium
AT1G66600,NP_176833.1,ABO3,144701175,144701175,,LOC144701175,XP_078429035.1,transcription factor WRKY19-like,36.7,51.0,43.4,1.36e-15,73.2,1.0054945054945055,False,5.0,directional_best_hit,low
AT1G66690,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G66700,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G66810,NP_001321733.1,,144703377,144703377,,LOC144703377,XP_078431682.1,zinc finger CCCH domain-containing protein 9-like,57.9,33.5,26.0,5.37e-29,113.0,1.243124312431243,False,2.0,below_threshold,unmapped
AT1G67070,NP_001319330.1,DIN9,144714801,144714801,,LOC144714801,XP_078445713.1,mannose-6-phosphate isomerase 1-like isoform X1,50.1,94.1,98.0,2.4799999999999998e-147,426.0,inf,True,1.0,reciprocal_best_hit,high
AT1G67270,NP_001319332.1,,144709826,144709826,,LOC144709826,XP_078439598.1,uncharacterized protein LOC144709826 isoform X1,36.6,98.8,91.1,1.0899999999999998e-89,285.0,2.8217821782178216,False,1.0,directional_best_hit,low
AT1G67810,NP_176947.1,SUFE2,144704203,144704203,,QS,XP_078432643.1,quinolinate synthase,57.7,53.9,19.6,1e-46,164.0,inf,False,1.0,below_threshold,unmapped
AT1G67850,NP_001320373.1,,144712856,144712856,,LOC144712856,XP_078443344.1,uncharacterized protein LOC144712856 isoform X1,65.6,92.6,97.1,2.07e-185,518.0,1.0176817288801572,True,1.0,reciprocal_best_hit,medium
AT1G67980,NP_564916.2,CCOAMT,144709260,144709260,,LOC144709260,XP_078438871.1,caffeoyl-CoA O-methyltransferase,56.0,98.3,96.2,6.81e-86,253.0,1.1096491228070176,False,3.0,directional_best_hit,low
AT1G68200,NP_001319344.1,,144703377,144703377,,LOC144703377,XP_078431682.1,zinc finger CCCH domain-containing protein 9-like,41.6,70.5,50.8,5.7300000000000003e-36,132.0,1.3594232749742534,True,2.0,reciprocal_best_hit,high
AT1G68230,NP_001319346.1,,144707188,144707188,,LOC144707188,XP_078436436.1,reticulon-like protein B4,36.0,84.7,74.5,2.3099999999999998e-30,111.0,1.018348623853211,False,1.0,directional_best_hit,low
AT1G68240,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G68290,NP_176996.1,ENDO2,144703001,144703001,,LOC144703001,XP_078431185.1,endonuclease 4-like,51.5,90.7,87.6,1.59e-103,303.0,inf,True,2.0,reciprocal_best_hit,high
AT1G68430,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G68450,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G68500,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G68725,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G68810,NP_564944.1,,144713536,144713536,,LOC144713536,XP_078444254.1,transcription factor bHLH30-like,61.5,57.3,66.7,6.14e-66,210.0,1.5789473684210527,True,3.0,reciprocal_best_hit,medium
AT1G68825,NP_001077795.1,RTFL15,144706711,144706711,,RTFL8,XP_078435839.1,ROTUNDIFOLIA like 8,51.4,76.1,72.9,1.78e-08,43.5,inf,False,5.0,directional_best_hit,low
AT1G68880,NP_177054.1,bZIP,144712638,144712638,,LOC144712638,XP_078443035.1,basic leucine zipper 43-like,43.3,48.6,55.4,9.46e-08,46.6,1.091334894613583,False,1.0,below_threshold,unmapped
AT1G69080,NP_564951.1,,144705231,144705231,,LOC144705231,XP_078433940.1,adenine nucleotide alpha hydrolases-like superfamily protein,33.3,80.7,74.6,2.1200000000000003e-27,102.0,1.1171960569550932,False,1.0,directional_best_hit,low
AT1G69240,NP_177084.2,MES15,144707039,144707039,,LOC144707039,XP_078436283.1,"putative methylesterase 11, chloroplastic",58.0,66.0,77.0,3.6e-118,349.0,1.326996197718631,False,1.0,directional_best_hit,low
AT1G69490,NP_564966.1,NAP,144714458,144714458,,LOC144714458,XP_078445334.1,NAC domain-containing protein 2-like,62.1,78.7,77.9,7.25e-87,258.0,1.0445344129554657,False,4.0,directional_best_hit,low
AT1G69530,NP_849869.1,EXPA1,144701743,144701743,,LOC144701743,XP_078429615.1,expansin-A10-like,78.5,82.9,89.0,1.0799999999999999e-137,387.0,1.0431266846361187,False,3.0,directional_best_hit,low
AT1G69580,NP_001077798.1,,144704100,144704100,,LOC144704100,XP_078432464.1,protein PHR1-LIKE 2-like isoform X1,45.3,55.2,73.3,9.8e-31,115.0,1.0267857142857142,False,1.0,directional_best_hit,low
AT1G69588,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G69890,NP_564980.1,,144707549,144707549,,LOC144707549,XP_078436847.1,uncharacterized protein LOC144707549,37.5,100.0,97.8,1.69e-54,177.0,inf,False,1.0,directional_best_hit,low
AT1G69920,NP_177150.2,GSTU12,144701929,144701929,,LOC144701929,XP_078429876.1,glutathione S-transferase U17-like,44.5,85.8,94.3,2.5699999999999998e-61,191.0,1.0552486187845305,False,4.0,directional_best_hit,low
AT1G69930,NP_177151.1,GSTU11,144701929,144701929,,LOC144701929,XP_078429876.1,glutathione S-transferase U17-like,47.9,93.6,95.6,3.1e-70,213.0,1.0339805825242718,False,4.0,directional_best_hit,low
AT1G69970,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G70130,NP_177170.1,,144700668,144700668,,LOC144700668,XP_078428252.1,concanavalin A-like lectin protein kinase family protein,43.6,88.6,90.2,9.040000000000001e-169,496.0,1.002020202020202,False,2.0,directional_best_hit,low
AT1G70460,NP_177203.1,PERK13,144700732,144700732,,LOC144700732,XP_078428342.1,proline-rich receptor-like protein kinase PERK15,62.3,61.8,62.3,5.35e-177,520.0,1.1504424778761062,False,1.0,directional_best_hit,low
AT1G70500,NP_177207.1,,144709837,144709837,,LOC144709837,XP_078439612.1,putative polygalacturonase At1g80170 isoform X1,56.0,79.9,82.6,4.24e-155,447.0,1.2348066298342542,False,2.0,directional_best_hit,low
AT1G70670,NP_564995.1,CLO4,144710337,144710337,,LOC144710337,XP_078440204.1,peroxygenase-like,48.5,87.7,72.2,7.64e-52,165.0,inf,False,2.0,directional_best_hit,low
AT1G70700,NP_001320988.1,TIFY7,144701624,144701624,,LOC144701624,XP_078429462.1,protein TIFY 7-like isoform X1,37.2,46.7,38.2,1.98e-12,65.1,1.0978077571669478,False,1.0,below_threshold,unmapped
AT1G70850,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G70890,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G70940,NP_177250.1,PIN3,144713760,144713760,,LOC144713760,XP_078444562.1,putative auxin efflux carrier component 1c isoform X1,53.4,100.0,100.0,5.0000000000000005e-200,571.0,1.3859223300970873,False,4.0,directional_best_hit,low
AT1G70990,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G71000,NP_177256.4,,144709581,144709581,,LOC144709581,XP_078439284.1,uncharacterized protein LOC144709581,47.5,69.7,76.1,3.8e-28,101.0,1.7353951890034363,False,1.0,directional_best_hit,low
AT1G71050,NP_177261.1,HIPP20,144716881,144716881,,LOC144716881,XP_078448273.1,heavy metal-associated isoprenylated plant protein 27-like,50.6,99.3,96.9,5.5e-49,154.0,1.3391304347826087,False,5.0,directional_best_hit,low
AT1G71140,NP_177270.1,,144702905,144702905,,LOC144702905,XP_078431044.1,protein DETOXIFICATION 12-like,55.2,96.1,99.6,2.18e-172,492.0,1.1855421686746987,False,1.0,directional_best_hit,low
AT1G71450,NP_177301.1,,144703122,144703122,,LOC144703122,XP_078431344.1,ethylene-responsive transcription factor ERF023-like,70.7,41.0,48.4,2.9800000000000003e-32,112.0,1.108910891089109,False,1.0,below_threshold,unmapped
AT1G71692,NP_565022.1,AGL12,144705530,144705530,,LOC144705530,XP_078434394.1,agamous-like MADS-box protein AGL11,39.2,85.8,74.7,1.08e-37,129.0,1.0403225806451613,False,1.0,directional_best_hit,low
AT1G71695,NP_177313.1,,144701479,144701479,,LOC144701479,XP_078429417.1,peroxidase P7-like,46.6,82.7,91.8,1.48e-82,253.0,1.0242914979757085,False,1.0,directional_best_hit,low
AT1G71740,NP_177319.1,,144701496,144701496,,LOC144701496,XP_078429429.1,uncharacterized protein LOC144701496,29.2,87.7,58.6,7.22e-09,50.4,inf,False,1.0,directional_best_hit,low
AT1G71880,NP_177333.1,SUC1,144702335,144702335,,SUT4,XP_078430467.1,sucrose transporter 4,52.8,91.4,95.1,5.04e-166,478.0,1.183168316831683,False,2.0,directional_best_hit,low
AT1G71930,NP_001323397.1,VND7,144711937,144711937,,LOC144711937,XP_078442221.1,NAC domain-containing protein 43-like,62.0,47.2,49.1,2.8400000000000004e-72,226.0,1.1957671957671958,False,5.0,below_threshold,unmapped
AT1G72230,NP_177368.1,,144707977,144707977,,LOC144707977,XP_078437392.1,uclacyanin 1-like,46.0,48.1,40.7,4.3100000000000004e-21,85.1,1.0047225501770956,False,3.0,below_threshold,unmapped
AT1G72240,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G72430,NP_565042.1,,144713976,144713976,,LOC144713976,XP_078444840.1,auxin-responsive protein SAUR76-like,38.3,95.8,94.1,5.21e-20,78.2,inf,False,2.0,directional_best_hit,low
AT1G72450,NP_565043.1,JAZ6,144701701,144701701,,LOC144701701,XP_078429570.1,protein TIFY 10a-like isoform X1,31.9,75.5,84.2,1.89e-15,72.8,1.3046594982078854,False,2.0,directional_best_hit,low
AT1G72490,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G72800,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G73010,NP_565052.1,PS2,144703755,144703755,,LOC144703755,XP_078432132.1,inorganic pyrophosphatase 2-like,57.1,86.1,90.2,6.61e-99,290.0,inf,False,1.0,directional_best_hit,low
AT1G73120,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G73140,NP_177457.2,TBL31,144706525,144706525,,LOC144706525,XP_078435655.1,protein trichome birefringence-like 35,50.0,82.1,74.7,1.9699999999999998e-128,377.0,1.1287425149700598,False,3.0,directional_best_hit,low
AT1G73165,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G73260,NP_565061.1,KTI1,144710192,144710192,,LOC144710192,XP_078440012.1,kunitz trypsin inhibitor 5-like,43.5,85.1,90.9,1.17e-38,131.0,inf,False,1.0,directional_best_hit,low
AT1G73330,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G73370,NP_001319374.1,SUS6,144716646,144716646,,SUS3,XP_078447961.1,sucrose synthase 3,55.4,84.5,98.4,1.44e-314,885.0,1.0056818181818181,False,2.0,directional_best_hit,low
AT1G73410,NP_177484.1,MYB54,144708203,144708203,,LOC144708203,XP_078437544.1,transcription factor MYB117-like isoform X1,78.0,44.9,31.6,8.92e-61,193.0,1.0157894736842106,False,2.0,below_threshold,unmapped
AT1G73500,NP_177492.1,MKK9,144713487,144713487,,LOC144713487,XP_078444207.1,mitogen-activated protein kinase kinase 9-like,61.0,84.2,81.2,2.62e-112,327.0,1.09,True,1.0,reciprocal_best_hit,medium
AT1G73580,NP_177499.1,,144709400,144709400,,LOC144709400,XP_078439073.1,GTPase activating protein 1-like,58.1,95.2,87.0,1.4e-63,192.0,1.2885906040268456,False,2.0,directional_best_hit,low
AT1G73590,NP_177500.1,PIN1,144713760,144713760,,LOC144713760,XP_078444562.1,putative auxin efflux carrier component 1c isoform X1,60.6,100.0,100.0,6.47e-236,661.0,1.6819338422391859,True,4.0,reciprocal_best_hit,high
AT1G73620,NP_177503.1,,144711204,144711204,,LOC144711204,XP_078441261.1,thaumatin-like protein,61.9,84.8,91.4,3.06e-106,306.0,1.2697095435684647,True,4.0,reciprocal_best_hit,high
AT1G73630,NP_177504.1,,144711830,144711830,,LOC144711830,XP_078442043.1,putative calcium-binding protein CML25,43.5,81.6,73.4,8.14e-21,83.2,1.1620111731843576,False,1.0,directional_best_hit,low
AT1G73780,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G73810,NP_177522.1,,144715060,144715060,,LOC144715060,XP_078446041.1,glycosyltransferase BC10-like,54.8,81.8,87.0,2.6e-119,351.0,1.0446428571428572,False,1.0,directional_best_hit,low
AT1G74000,NP_177540.3,SS3,144706716,144706716,,LOC144706716,XP_078435843.1,protein STRICTOSIDINE SYNTHASE-LIKE 10-like,35.2,87.8,84.9,2.34e-51,173.0,1.0297619047619047,False,2.0,directional_best_hit,low
AT1G74010,NP_177541.1,,144706716,144706716,,LOC144706716,XP_078435843.1,protein STRICTOSIDINE SYNTHASE-LIKE 10-like,37.1,88.6,84.9,3.89e-56,185.0,1.1077844311377245,False,2.0,directional_best_hit,low
AT1G74055,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G74430,NP_177583.1,MYB95,144713570,144713570,,LOC144713570,XP_078444305.1,transcription factor MYB106-like,70.3,47.2,36.1,3.43e-62,198.0,1.0476190476190477,False,7.0,below_threshold,unmapped
AT1G74660,NP_565088.1,MIF1,144711431,144711431,,LOC144711431,XP_078441563.1,zinc-finger homeodomain protein 2-like,74.1,56.9,28.0,3.41e-27,97.8,1.024083769633508,False,1.0,below_threshold,unmapped
AT1G74930,NP_177631.1,ORA47,144701699,144701699,,LOC144701699,XP_078429567.1,uncharacterized protein LOC144701699,74.4,43.6,46.2,1.44e-37,127.0,1.1869158878504673,True,3.0,below_threshold,unmapped
AT1G74940,NP_565095.1,,144708690,144708690,,LOC144708690,XP_078438236.1,FCS-Like Zinc finger 14-like,31.8,70.3,85.1,9.31e-15,68.9,1.0850393700787402,False,1.0,directional_best_hit,low
AT1G75090,NP_565100.1,,144707566,144707566,,LOC144707566,XP_078436872.1,uncharacterized protein LOC144707566 isoform X1,50.0,55.3,50.0,4.57e-62,200.0,1.694915254237288,False,2.0,directional_best_hit,low
AT1G75260,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G75280,NP_565107.1,,144709588,144709588,,LOC144709588,XP_078439289.1,phenylcoumaran benzylic ether reductase POP1-like,61.1,99.0,98.7,1.4100000000000002e-132,378.0,1.7104072398190044,False,4.0,directional_best_hit,low
AT1G75290,NP_001321702.1,,144709588,144709588,,LOC144709588,XP_078439289.1,phenylcoumaran benzylic ether reductase POP1-like,60.5,88.7,98.1,2.6100000000000002e-132,379.0,1.7710280373831775,False,4.0,directional_best_hit,low
AT1G75490,NP_177681.2,,144715641,144715641,,LOC144715641,XP_078446729.1,putative dehydration-responsive element-binding protein 2H,68.0,47.1,61.4,1.1099999999999999e-41,137.0,1.2017543859649122,True,1.0,below_threshold,unmapped
AT1G75500,NP_001185403.1,WAT1,144715605,144715605,,UMAMIT9,XP_078446678.1,nodulin MtN21 /EamA-like transporter family protein,41.6,84.6,87.2,1.0699999999999999e-81,253.0,1.1096491228070176,False,4.0,directional_best_hit,low
AT1G75600,NP_177690.1,,144701802,144701802,,LOC144701802,XP_078429694.1,histone H3.3,96.3,100.0,100.0,5.61e-86,246.0,1.0,False,2.0,directional_best_hit,low
AT1G75720,NP_001319385.1,,144716910,144716910,,LOC144716910,XP_078448306.1,WEB family protein (DUF827),31.3,73.3,74.3,1.6e-14,68.2,inf,True,3.0,reciprocal_best_hit,medium
AT1G75750,NP_565116.1,GASA1,144709832,144709832,,LOC144709832,XP_078439605.1,gibberellin-regulated protein 11-like,60.2,100.0,100.0,8.520000000000001e-33,108.0,1.0,False,2.0,directional_best_hit,low
AT1G75830,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G76220,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G76410,NP_177767.1,ATL8,144717037,144717037,,LOC144717037,XP_078448476.1,putative E3 ubiquitin-protein ligase ATL44,50.3,81.6,85.8,3.36e-44,143.0,1.4621676891615543,False,3.0,directional_best_hit,low
AT1G76540,NP_177780.1,CDKB2;1,144712868,144712868,,LOC144712868,XP_078443362.1,cyclin-dependent kinase B2-1-like,76.6,96.8,98.1,3.07e-178,493.0,1.171021377672209,False,2.0,directional_best_hit,low
AT1G76650,NP_001185413.1,CML38,144709467,144709467,,LOC144709467,XP_078439150.1,putative calcium-binding protein CML31,50.8,74.6,66.8,7.18e-41,135.0,1.0546875,True,2.0,reciprocal_best_hit,medium
AT1G76800,NP_177806.1,,144710617,144710617,,LOC144710617,XP_078440554.1,vacuolar iron transporter homolog 2-like,53.0,93.4,87.4,1.9600000000000002e-56,177.0,1.2291666666666667,False,3.0,directional_best_hit,low
AT1G76930,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G77020,NP_177828.2,,144702398,144702398,,LOC144702398,XP_078430555.1,chaperone protein dnaJ 10-like,59.6,84.4,84.9,5.11e-127,369.0,1.0884955752212389,False,1.0,directional_best_hit,low
AT1G77120,NP_177837.1,ADH1,144710665,144710665,,LOC144710665,XP_078440619.1,alcohol dehydrogenase 2-like,81.0,98.7,88.2,2.6800000000000003e-231,635.0,1.0095389507154213,True,2.0,reciprocal_best_hit,medium
AT1G77690,NP_177892.1,LAX3,144716897,144716897,,LOC144716897,XP_078448291.1,auxin transporter-like protein 3 isoform X1,77.3,98.9,93.0,8.909999999999999e-277,757.0,inf,False,2.0,directional_best_hit,low
AT1G77700,NP_177893.1,,144711204,144711204,,LOC144711204,XP_078441261.1,thaumatin-like protein,52.3,59.3,89.0,3.5e-78,239.0,1.0863636363636364,False,4.0,directional_best_hit,low
AT1G77855,NP_683505.1,,144705427,144705427,,LOC144705427,XP_078434218.1,uncharacterized protein LOC144705427 isoform X3,41.8,97.8,98.7,2.4999999999999997e-69,217.0,inf,False,2.0,directional_best_hit,low
AT1G77885,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G78000,NP_001321366.1,SULTR1;2,144710933,144710933,,SULTR1;3,XP_078440909.1,sulfate transporter 1;3,71.6,95.4,97.8,0.0,894.0,1.0299539170506913,False,1.0,directional_best_hit,low
AT1G78020,NP_565167.1,,144713477,144713477,,LOC144713477,XP_078444192.1,FCS-Like Zinc finger 5-like,43.0,90.1,94.0,6.56e-24,90.1,1.4532258064516128,False,1.0,directional_best_hit,low
AT1G78090,NP_177932.1,TPPB,144713834,144713834,,LOC144713834,XP_078444674.1,putative trehalose-phosphate phosphatase 6,65.2,80.7,85.1,3.9600000000000004e-133,383.0,1.0638888888888889,False,3.0,directional_best_hit,low
AT1G78100,NP_565169.1,AUF1,144708585,144708585,,LOC144708585,XP_078438110.1,F-box protein At4g18380-like,38.2,99.7,96.2,1.78e-58,191.0,1.1301775147928994,False,2.0,directional_best_hit,low
AT1G78110,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G78120,NP_177936.1,TPR12,144708398,144708398,,LOC144708398,XP_078437824.1,inactive TPR repeat-containing thioredoxin TTL3-like,46.5,67.9,58.8,1.9899999999999998e-91,292.0,inf,False,2.0,directional_best_hit,low
AT1G78520,NP_177973.4,,144715125,144715125,,LOC144715125,XP_078446145.1,major pollen allergen Ole e 10-like isoform X1,69.8,74.8,67.2,2.43e-43,137.0,1.5138121546961325,True,1.0,reciprocal_best_hit,high
AT1G78860,NP_178007.1,,144702989,144702989,,LOC144702989,XP_078431165.1,EP1-like glycoprotein 1,46.1,94.8,99.1,7.37e-108,324.0,1.0,False,1.0,directional_best_hit,low
AT1G79040,NP_178025.1,PSBR,144707965,144707965,,PSBR,XP_078437381.1,photosystem II subunit R,67.4,98.6,99.3,1.88e-58,176.0,inf,True,1.0,reciprocal_best_hit,high
AT1G79160,NP_178037.2,,144700985,144700985,,LOC144700985,XP_078428738.1,uncharacterized protein LOC144700985,37.9,55.2,72.0,9.19e-17,74.7,inf,True,1.0,reciprocal_best_hit,medium
AT1G79180,NP_001321204.1,MYB63,144699972,144699972,,LOC144699972,XP_078427448.1,transcription factor MYB17-like,52.9,52.0,45.8,1.1499999999999999e-55,182.0,1.0769230769230769,False,1.0,directional_best_hit,low
AT1G79430,NP_849905.1,APL,144708687,144708687,,LOC144708687,XP_078438231.1,protein PHR1-LIKE 2-like isoform X1,56.1,39.1,61.2,5.089999999999999e-41,143.0,1.0751879699248121,False,1.0,below_threshold,unmapped
AT1G79480,NP_178066.2,,144708420,144708420,,LOC144708420,XP_078437858.1,"glucan endo-1,3-beta-glucosidase 7-like",50.6,20.7,17.4,1.3900000000000001e-21,95.1,1.033695652173913,False,3.0,below_threshold,unmapped
AT1G79620,NP_001321899.1,,144707833,144707833,,LOC144707833,XP_078437209.1,leucine-rich repeat protein kinase family protein,54.7,97.4,98.3,1.29e-283,813.0,2.3771929824561404,True,1.0,reciprocal_best_hit,high
AT1G79760,,,,,,,,,,,,,,,,,no_hit,unmapped
AT1G80100,NP_001321526.1,HP6,144705117,144705117,,LOC144705117,XP_078433780.1,histidine-containing phosphotransfer protein 2-like,40.2,82.5,89.7,1.74e-31,109.0,inf,False,2.0,directional_best_hit,low
AT1G80110,NP_565229.4,PP2-B11,144710476,144710476,,LOC144710476,XP_078440393.1,F-box protein PP2-B1-like,41.8,98.1,96.1,1.7699999999999998e-61,193.0,inf,False,3.0,directional_best_hit,low
AT1G80160,NP_001320354.1,GLYI7,144703934,144703934,,LOC144703934,XP_078432366.1,glyoxylase I 4-like,64.9,73.6,88.0,1.1299999999999999e-68,206.0,1.3290322580645162,False,2.0,directional_best_hit,low
AT1G80440,NP_565238.1,,144703868,144703868,,LOC144703868,XP_078432270.1,F-box/kelch-repeat protein At1g15670-like,36.8,99.4,100.0,2.39e-69,220.0,inf,False,1.0,directional_best_hit,low
AT1G80590,NP_178174.1,WRKY66,144703782,144703782,,LOC144703782,XP_078432169.1,putative WRKY transcription factor 75,33.8,31.5,33.2,2.83e-09,54.3,1.0,False,1.0,below_threshold,unmapped
AT1G80690,NP_001320684.1,,144708348,144708348,,LOC144708348,XP_078437728.1,deSI-like protein At4g17486,68.2,66.7,63.9,9.78e-78,232.0,1.1428571428571428,False,1.0,directional_best_hit,low
AT1G80820,NP_178197.1,CCR2,144708368,144708368,,CCR1,XP_078437756.1,cinnamoyl coa reductase 1 isoform X1,64.5,95.8,97.0,9.29e-148,418.0,1.5144927536231885,False,2.0,directional_best_hit,low
