native_program_id,native_program_name,trusted_panel_tier,initial_review_call,manual_review_priority,waus8730_gene_id,preferred_name,source_leiden_clusters,best_marker_rank,max_marker_score,evidence_level,annotation_summary,reason_for_inclusion,review_note,manual_decision,manual_decision_notes,mean_expression,detection_fraction,manual_recommended_decision,manual_review_confidence,annotation_fit_to_program,suggested_program_adjustment,manual_expression_check,manual_review_notes_recommended
rna_binding_regulatory,RNA-binding / regulatory,core_marker,keep_initial,high,Waus8730.v1.chr2.g084870,-,0;11,3,28.3507,high,29 kDa ribonucleoprotein,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,1.7667130216848212,0.7183327318657524,keep,high,direct,,All-cell detection fraction 0.718; mean normalized expression 1.767. Use notebook plots to confirm cluster specificity.,Ribonucleoprotein annotation directly supports RNA-binding/regulatory program.
stress_chaperone_response,Stress / chaperone response,core_marker,keep_initial,high,Waus8730.v1.chr7.g133850,THI1,0;3;12,1,38.8951,high,"Involved in biosynthesis of the thiamine precursor thiazole. Catalyzes the conversion of NAD and glycine to adenosine diphosphate 5-(2-hydroxyethyl)-4-methylthiazole-2-carboxylic acid (ADT), an adenylated thiazole intermediate. The reaction includes an iron-de",High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,3.3730019695997906,0.8716167448574522,maybe,medium,partial,,All-cell detection fraction 0.872; mean normalized expression 3.373. Use notebook plots to confirm cluster specificity.,THI1/thiamine biosynthesis can be stress-related but is not a direct stress marker; use cautiously.
stress_chaperone_response,Stress / chaperone response,core_marker,keep_initial,high,Waus8730.v1.chr16.g057270,-,7;13,2,33.4889,high,Protein PLANT CADMIUM RESISTANCE,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,0.7255047448232267,0.3654817755322988,keep,high,direct,,All-cell detection fraction 0.365; mean normalized expression 0.726. Use notebook plots to confirm cluster specificity.,Plant cadmium resistance annotation directly supports stress/detox response.
stress_chaperone_response,Stress / chaperone response,core_marker,keep_initial,high,Waus8730.v1.chr3.g095120,-,14,2,10.8817,high,Universal stress protein,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,0.2043736554191876,0.1854926019487549,keep,high,direct,,All-cell detection fraction 0.185; mean normalized expression 0.204. Use notebook plots to confirm cluster specificity.,Universal stress protein annotation directly supports stress response.
stress_chaperone_response,Stress / chaperone response,core_marker,keep_initial,high,Waus8730.v1.chr20.g087750,-,9,3,36.451,high,Bifunctional monodehydroascorbate reductase and carbonic anhydrase nectarin-3,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,0.4965631073447636,0.22924936845904,maybe,medium,partial,carbon_fixation_assimilation,All-cell detection fraction 0.229; mean normalized expression 0.497. Use notebook plots to confirm cluster specificity.,Bifunctional MDHAR/carbonic anhydrase may reflect oxidative stress and carbon balance; plausible but not a clean stress marker.
stress_chaperone_response,Stress / chaperone response,core_marker,keep_initial,high,Waus8730.v1.chr4.g101260,-,12,3,19.8257,high,Belongs to the peroxidase family. Classical plant (class III) peroxidase subfamily,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,0.5038441467965936,0.2435943702634428,keep,high,direct,,All-cell detection fraction 0.244; mean normalized expression 0.504. Use notebook plots to confirm cluster specificity.,Peroxidase annotation supports oxidative-stress response.
stress_chaperone_response,Stress / chaperone response,core_marker,keep_initial,medium,Waus8730.v1.chr4.g106130,-,2;3,5,44.2992,high,Late embryogenesis abundant protein,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,1.691826060651148,0.6561710573800072,keep,high,direct,,All-cell detection fraction 0.656; mean normalized expression 1.692. Use notebook plots to confirm cluster specificity.,Late embryogenesis abundant protein supports stress/desiccation-related response.
stress_chaperone_response,Stress / chaperone response,core_marker,keep_initial,medium,Waus8730.v1.chr15.g053120,-,13,5,20.4737,high,Multidrug resistance protein,High-evidence marker with top-five rank in at least one Wolffia Leiden cluster and interpretable annotation.,Strong ranked marker with interpretable annotation; keep for first-pass scoring unless manual review finds a problem.,,,0.2265003315791992,0.154817755322988,keep,medium,partial,,All-cell detection fraction 0.155; mean normalized expression 0.227. Use notebook plots to confirm cluster specificity.,"Multidrug resistance protein supports detox/transport stress response, but is somewhat broad."
stress_chaperone_response,Stress / chaperone response,supporting_marker,supporting_review,medium,Waus8730.v1.chr15.g050040,-,13,7,20.3604,medium,Chaperone protein dnaJ 8,High- or medium-evidence marker within the top-eight ranks; useful as supporting evidence for this candidate program.,"Useful supporting marker, but should be checked manually before being treated as a core program marker.",,,1.8198322842934216,0.7463009743774811,keep,high,direct,,All-cell detection fraction 0.746; mean normalized expression 1.820. Use notebook plots to confirm cluster specificity.,DnaJ chaperone annotation directly supports chaperone/stress-response program.
unknown_high_marker,Unknown high-ranking marker,watchlist_unknown,unknown_watchlist,watchlist,Waus8730.v1.chr5.g116730,-,2,1,49.9679,high,"Protein of unknown function, DUF538",Strong Wolffia marker with unknown or unclear annotation; keep as a watchlist feature rather than a final biological marker.,Strong marker with unclear/unknown annotation; keep visible as a Wolffia-specific watchlist gene.,,,1.80122479248126,0.6722302417899675,unknown_interesting,high,unknown,,All-cell detection fraction 0.672; mean normalized expression 1.801. Use notebook plots to confirm cluster specificity.,Strong high-ranking DUF538 marker with unknown function; keep as Wolffia-specific watchlist gene.
unknown_high_marker,Unknown high-ranking marker,watchlist_unknown,unknown_watchlist,watchlist,Waus8730.v1.chr4.g105210,-,13,3,21.6994,high,Protein of unknown function (DUF1645),Strong Wolffia marker with unknown or unclear annotation; keep as a watchlist feature rather than a final biological marker.,Strong marker with unclear/unknown annotation; keep visible as a Wolffia-specific watchlist gene.,,,0.7617851063755223,0.382713821725009,unknown_interesting,high,unknown,,All-cell detection fraction 0.383; mean normalized expression 0.762. Use notebook plots to confirm cluster specificity.,Strong high-ranking DUF1645 marker with unknown function; keep as Wolffia-specific watchlist gene.
unknown_high_marker,Unknown high-ranking marker,watchlist_unknown,unknown_watchlist,watchlist,Waus8730.v1.chr2.g075880,-,7,4,40.0821,high,"Protein of unknown function, DUF538",Strong Wolffia marker with unknown or unclear annotation; keep as a watchlist feature rather than a final biological marker.,Strong marker with unclear/unknown annotation; keep visible as a Wolffia-specific watchlist gene.,,,1.3277694052899718,0.4886322627210393,unknown_interesting,high,unknown,,All-cell detection fraction 0.489; mean normalized expression 1.328. Use notebook plots to confirm cluster specificity.,Strong high-ranking DUF538 marker with unknown function; keep as Wolffia-specific watchlist gene.
unknown_high_marker,Unknown high-ranking marker,watchlist_unknown,unknown_watchlist,watchlist,Waus8730.v1.chr9.g142880,-,2;3,7,42.2644,medium,"Protein of unknown function, DUF538",Strong Wolffia marker with unknown or unclear annotation; keep as a watchlist feature rather than a final biological marker.,Strong marker with unclear/unknown annotation; keep visible as a Wolffia-specific watchlist gene.,,,2.039494230000921,0.7372789606640202,unknown_interesting,medium,unknown,,All-cell detection fraction 0.737; mean normalized expression 2.039. Use notebook plots to confirm cluster specificity.,"DUF538 marker with moderate rank; keep as watchlist, not named biology."
unknown_high_marker,Unknown high-ranking marker,watchlist_unknown,unknown_watchlist,watchlist,Waus8730.v1.chr19.g070270,-,14,8,8.8351,medium,"Hydrolyzes acetyl esters in homogalacturonan regions of pectin. In type I primary cell wall, galacturonic acid residues of pectin can be acetylated at the O-2 and O-3 positions. Decreasing the degree of acetylation of pectin gels in vitro alters their physical",Strong Wolffia marker with unknown or unclear annotation; keep as a watchlist feature rather than a final biological marker.,Strong marker with unclear/unknown annotation; keep visible as a Wolffia-specific watchlist gene.,,,0.0962850580783495,0.1207145434861061,maybe,medium,partial,lipid_surface_cell_wall,All-cell detection fraction 0.121; mean normalized expression 0.096. Use notebook plots to confirm cluster specificity.,Annotation suggests pectin/cell-wall modification rather than unknown function; consider moving to lipid/surface/cell-wall biology.
